"mono_rep1","mono_rep2","mono_rep3","ctrl_rep1","ctrl_rep2","repop_rep1","repop_rep2","repop_rep3"
"Kcnn4",1972,967,1464,58,52,204,214,57
"Kcnq1",0,0,1,11,7,0,0,3
"Kcnq1ot1",93,64,110,110,98,89,62,192
"Kcnq2",0,2,0,0,0,0,0,0
"Kcnq3",1,2,1,0,0,0,0,1
"Kcnq4",0,0,0,1,1,0,0,0
"Kcnq5",0,1,0,1,0,0,0,0
"Kcnrg",1,1,2,0,0,1,1,0
"Kcns1",0,1,0,0,1,1,0,1
"Kcns2",0,0,2,0,0,0,0,0
"Kcns3",1,0,0,0,0,0,0,0
"Kcnt1",0,0,0,0,0,0,0,0
"Kcnt2",0,0,0,0,0,0,0,0
"Kcnu1",0,0,0,0,0,0,0,0
"Kcnv1",0,0,0,0,1,0,0,0
"Kcnv2",0,0,0,0,0,0,0,0
"Kcp",15,5,8,4,11,22,10,47
"Kctd1",36,10,15,4,12,5,8,3
"Kctd10",757,423,551,217,273,397,272,250
"Kctd11",188,93,109,203,228,105,91,127
"Kctd12",13427,8027,8664,18490,22294,20348,16444,12549
"Kctd12b",45,43,22,109,129,33,32,52
"Kctd13",175,101,146,112,132,105,58,113
"Kctd14",147,62,83,18,8,11,12,7
"Kctd15",0,0,0,1,1,1,0,3
"Kctd16",0,0,0,0,0,0,0,0
"Kctd17",73,30,45,8,10,10,8,11
"Kctd18",127,66,64,66,67,65,36,75
"Kctd19",0,0,0,0,0,0,0,0
"Kctd2",277,126,175,185,231,167,90,147
"Kctd20",797,363,480,526,480,553,318,303
"Kctd21",191,106,105,245,230,230,136,196
"Kctd3",163,89,143,64,73,82,52,107
"Kctd4",0,0,0,0,0,0,0,0
"Kctd5",579,307,341,339,332,344,218,271
"Kctd6",68,53,64,103,107,97,58,81
"Kctd7",82,46,44,45,42,33,25,29
"Kctd8",1,1,0,0,0,0,0,0
"Kctd9",135,74,76,26,41,30,44,36
"Kdelc1",248,140,149,119,115,142,92,84
"Kdelc2",359,194,219,159,216,218,150,144
"Kdelr1",1801,1011,1243,1375,1373,1615,1029,905
"Kdelr2",1084,586,770,1019,1018,880,530,541
"Kdelr3",4,1,0,0,1,0,0,0
"Kdm1a",573,315,388,219,270,267,187,303
"Kdm1b",223,129,147,187,229,180,104,153
"Kdm2a",1219,602,743,314,478,697,397,896
"Kdm2b",827,444,592,337,431,495,241,666
"Kdm3a",407,250,235,213,244,516,208,422
"Kdm3b",1060,547,745,266,397,495,277,756
"Kdm4a",874,476,562,482,506,650,375,624
"Kdm4b",198,123,159,101,147,181,110,205
"Kdm4c",290,159,181,148,175,197,123,159
"Kdm4d",0,0,0,1,0,0,0,0
"Kdm5a",814,455,439,232,297,419,267,478
"Kdm5b",116,69,74,106,151,122,65,184
"Kdm5c",878,632,840,304,501,661,342,604
"Kdm5d",277,0,0,0,0,0,98,39
"Kdm6a",401,332,316,291,283,373,138,249
"Kdm6b",126,57,97,62,100,52,36,266
"Kdm8",77,27,44,23,14,24,7,24
"Kdr",36,7,23,36,68,166,69,111
"Kdsr",173,100,114,161,167,125,66,98
"Keap1",722,437,493,367,345,426,254,407
"Keg1",0,0,0,0,0,0,0,0
"Kel",0,0,0,0,0,0,0,0
"Kera",0,0,0,0,0,0,0,0
"Khdc1a",0,0,0,0,0,0,0,0
"Khdc1b",0,0,0,1,0,0,0,0
"Khdc1c",0,0,0,0,0,0,0,0
"Khdc3",1,0,0,1,1,0,0,1
"Khdrbs1",3056,1772,1909,1348,1280,1816,1125,1176
"Khdrbs2",0,0,0,0,0,0,0,0
"Khdrbs3",5,6,7,284,277,16,6,159
"Khk",270,135,202,475,482,485,247,506
"Khnyn",273,147,169,149,202,194,110,243
"Khsrp",736,399,624,160,215,220,159,434
"Kidins220",946,524,635,179,226,326,201,634
"Kif11",805,327,503,38,19,25,14,11
"Kif12",0,0,0,0,0,0,0,0
"Kif13a",324,143,207,47,65,58,48,201
"Kif13b",197,114,134,39,43,93,58,134
"Kif14",140,59,117,1,4,4,3,2
"Kif15",164,78,141,6,5,10,5,15
"Kif16b",335,192,200,23,62,72,47,131
"Kif17",1,1,0,0,0,0,0,0
"Kif18a",84,46,56,6,3,6,7,11
"Kif18b",258,108,187,9,7,12,9,5
"Kif19a",10,5,8,11,9,6,4,12
"Kif1a",18,6,17,2,10,3,3,16
"Kif1b",917,472,533,211,351,596,304,589
"Kif1c",1265,698,990,105,143,325,280,354
"Kif20a",562,196,313,13,9,20,18,20
"Kif20b",102,51,61,3,0,9,2,18
"Kif21a",4,0,1,0,0,0,0,3
"Kif21b",1215,586,864,255,403,719,294,2176
"Kif22",397,186,270,30,20,34,24,13
"Kif23",449,171,239,11,20,17,18,24
"Kif24",72,26,50,4,6,6,4,5
"Kif26a",0,0,0,2,1,0,2,2
"Kif26b",0,0,0,0,0,0,0,0
"Kif27",3,1,2,0,0,3,0,5
"Kif2a",323,166,184,97,137,125,79,149
"Kif2b",0,0,0,0,0,0,0,0
"Kif2c",383,161,270,29,16,53,37,45
"Kif3a",137,87,113,38,72,86,53,61
"Kif3b",596,325,373,175,253,316,171,425
"Kif3c",101,56,92,63,85,63,61,93
"Kif4",209,124,151,4,3,4,2,8
"Kif4-ps",0,0,0,0,0,0,0,0
"Kif5a",21,20,18,0,1,6,4,15
"Kif5b",1220,690,755,212,282,504,302,601
"Kif5c",24,26,29,2,6,3,1,6
"Kif6",0,0,0,0,0,0,0,3
"Kif7",12,6,13,3,1,0,3,8
"Kif9",26,12,14,22,20,29,14,37
"Kifap3",412,274,271,199,248,255,180,170
"Kifc1",202,86,172,21,14,18,21,6
"Kifc2",4,3,3,1,3,2,0,10
"Kifc3",153,63,107,32,28,46,39,81
"Kifc5b",37,7,17,3,4,2,4,5
"Kin",114,58,66,63,54,60,45,55
"Kir3dl1",0,0,0,0,0,0,0,0
"Kir3dl2",0,0,0,0,0,0,0,0
"Kirrel",4,3,6,1,1,1,0,1
"Kirrel2",0,0,0,1,1,0,0,0
"Kirrel3",1,0,0,0,1,0,0,1
"Kis2",0,0,0,0,0,0,0,0
"Kiss1",0,0,0,0,0,0,0,0
"Kiss1r",3,6,1,3,2,2,2,4
"Kit",4,3,3,10,9,3,2,1
"Kitl",226,134,110,184,259,193,114,108
"Kl",18,0,8,6,17,8,10,22
"Klb",0,0,0,0,0,0,0,0
"Klc1",599,232,386,110,166,284,167,247
"Klc2",106,38,80,50,83,73,38,115
"Klc3",0,1,0,0,0,0,0,0
"Klc4",779,449,551,160,156,375,263,350
"Klf1",0,3,1,3,1,1,0,0
"Klf10",285,139,204,126,186,295,196,156
"Klf11",106,67,56,44,54,49,42,52
"Klf12",0,2,3,70,43,40,26,66
"Klf13",670,375,426,243,340,287,200,428
"Klf14",0,0,0,0,0,0,0,0
"Klf15",0,0,0,4,10,1,1,0
"Klf16",285,121,211,125,202,161,93,150
"Klf17",0,0,0,0,0,0,0,0
"Klf2",437,367,394,2991,5616,3212,1159,2714
"Klf3",593,363,357,570,718,638,346,781
"Klf4",97,67,101,126,254,91,53,276
"Klf5",0,0,2,1,3,0,1,0
"Klf6",3032,2232,2057,3629,5276,4435,2989,2931
"Klf7",30,9,11,8,13,12,11,35
"Klf8",6,2,7,1,1,0,0,0
"Klf9",6,4,5,9,12,4,2,5
"Klhdc1",29,9,24,18,23,14,21,13
"Klhdc10",698,359,455,404,381,427,294,353
"Klhdc2",421,242,231,373,360,301,201,199
"Klhdc3",795,412,568,656,721,636,399,622
"Klhdc4",298,160,228,127,162,152,96,148
"Klhdc5",101,43,69,45,36,66,45,50
"Klhdc7a",1,0,0,0,1,0,1,0
"Klhdc7b",0,0,0,1,0,0,0,0
"Klhdc8a",1,2,0,0,0,0,0,0
"Klhdc8b",31,22,21,383,472,73,34,260
"Klhdc9",49,20,37,33,41,36,25,17
"Klhl1",0,0,0,0,0,0,0,0
"Klhl10",1,0,3,0,0,0,1,1
"Klhl11",34,18,16,13,13,20,12,23
"Klhl12",22,15,26,46,47,53,21,41
"Klhl13",162,113,129,51,63,70,62,38
"Klhl14",0,1,0,0,0,0,0,0
"Klhl15",56,28,24,21,28,27,19,9
"Klhl17",128,55,98,90,106,127,75,120
"Klhl18",440,226,316,318,347,382,190,375
"Klhl2",203,104,121,82,116,107,69,89
"Klhl20",380,201,221,207,249,260,164,169
"Klhl21",268,150,167,150,181,183,109,153
"Klhl22",219,112,145,255,277,229,115,191
"Klhl23",77,36,45,176,213,188,84,122
"Klhl24",628,367,381,536,459,677,460,425
"Klhl25",813,370,494,637,514,435,316,575
"Klhl26",128,81,93,120,105,69,74,88
"Klhl28",114,60,59,76,66,105,70,47
"Klhl29",0,0,0,0,1,0,0,0
"Klhl3",0,0,4,6,4,8,2,31
"Klhl30",0,0,0,0,1,0,0,0
"Klhl31",0,0,0,0,0,0,0,0
"Klhl32",0,0,0,1,3,0,0,0
"Klhl33",4,3,2,0,0,0,0,0
"Klhl34",0,0,0,0,0,0,0,0
"Klhl35",15,5,7,13,16,14,7,22
"Klhl36",278,124,192,214,227,193,120,245
"Klhl38",3,3,3,21,31,53,28,28
"Klhl4",0,0,0,0,0,2,0,0
"Klhl40",0,0,0,0,0,0,0,0
"Klhl41",3,2,0,3,1,2,0,0
"Klhl5",983,566,589,509,442,587,394,505
"Klhl6",2342,1176,1367,1037,844,1550,1087,949
"Klhl7",292,151,157,1064,841,563,273,361
"Klhl8",88,44,72,68,74,61,32,45
"Klhl9",740,425,430,758,682,701,430,335
"Klk1",0,0,1,0,0,0,0,0
"Klk10",0,0,0,0,1,0,0,0
"Klk11",0,0,0,0,0,0,0,0
"Klk12",0,0,0,0,0,0,0,0
"Klk13",0,0,0,0,0,0,0,0
"Klk14",0,0,0,0,0,0,0,0
"Klk15",0,0,0,0,0,0,0,0
"Klk1b1",0,0,0,0,0,0,0,0
"Klk1b11",2,0,0,0,0,0,0,0
"Klk1b16",0,0,0,0,0,0,0,0
"Klk1b21",0,0,0,0,0,0,0,0
"Klk1b22",0,0,0,0,0,0,0,0
"Klk1b24",0,0,0,0,0,0,0,0
"Klk1b26",0,0,0,0,0,0,0,0
"Klk1b27",1,1,0,0,0,0,0,0
"Klk1b3",0,0,0,0,0,0,0,0
"Klk1b4",0,0,0,0,0,0,0,0
"Klk1b5",0,0,0,0,0,0,0,0
"Klk1b7-ps",0,0,0,0,0,0,0,0
"Klk1b8",0,0,0,0,0,0,0,0
"Klk1b9",0,0,0,0,0,0,0,0
"Klk4",0,0,0,0,0,0,0,0
"Klk5",0,0,0,0,0,0,0,0
"Klk6",0,0,0,1,1,0,0,0
"Klk7",0,0,0,0,0,0,0,0
"Klk8",32,5,8,466,411,648,346,602
"Klk9",0,0,0,0,1,1,0,1
"Klkb1",0,0,0,0,0,0,0,0
"Klra1",0,1,0,1,0,0,0,0
"Klra10",0,0,0,0,0,0,0,0
"Klra12",0,0,0,0,0,0,0,0
"Klra13-ps",0,0,0,0,0,0,0,0
"Klra14",0,1,0,2,0,0,0,0
"Klra15",0,0,0,0,0,0,0,0
"Klra17",4,3,10,12,19,4,5,0
"Klra18",0,0,0,0,0,0,0,0
"Klra19",0,0,0,0,0,0,0,0
"Klra2",1796,1143,1127,168,104,48,79,9
"Klra21",0,0,0,0,0,0,0,0
"Klra22",0,0,0,0,0,0,0,0
"Klra23",0,0,0,0,0,0,0,0
"Klra3",3,1,1,9,1,0,0,0
"Klra33",0,0,0,0,0,0,0,0
"Klra4",0,0,0,0,0,0,0,0
"Klra5",1,0,0,1,0,0,0,0
"Klra6",0,0,0,0,0,0,0,0
"Klra7",5,2,1,11,1,0,0,0
"Klra8",1,0,0,0,0,0,0,0
"Klra9",2,1,0,5,1,1,0,0
"Klrb1",0,0,0,0,0,0,0,0
"Klrb1-ps1",2,0,0,0,0,0,0,0
"Klrb1a",3,1,0,14,6,4,6,0
"Klrb1b",98,61,74,14,15,85,81,11
"Klrb1c",7,5,2,28,4,0,0,1
"Klrb1f",2,5,1,15,2,0,0,0
"Klrc1",2,0,0,2,0,0,0,0
"Klrc2",0,0,1,2,0,0,0,0
"Klrc3",0,0,0,0,0,0,0,0
"Klrd1",29,12,14,86,76,12,3,17
"Klre1",5,0,0,10,0,0,0,0
"Klrg1",5,2,3,20,0,2,0,0
"Klrg2",58,30,50,21,20,111,107,41
"Klri1",0,0,0,0,4,3,2,0
"Klri2",4,2,5,13,6,1,4,5
"Klrk1",33,16,15,81,36,36,19,9
"Kmo",22,15,15,36,37,8,6,2
"Kncn",0,0,0,0,0,0,0,0
"Kndc1",1,0,0,0,0,0,1,2
"Kng1",0,0,0,0,0,0,0,0
"Kng2",0,0,0,0,1,0,0,0
"Knstrn",735,335,457,38,23,40,70,33
"Kntc1",257,125,160,20,10,12,9,15
"Kpna1",962,495,474,516,644,718,440,304
"Kpna2",1821,830,1141,454,409,580,316,272
"Kpna3",1661,860,961,1234,1339,1217,793,657
"Kpna4",1639,1030,929,939,909,1072,726,612
"Kpna6",925,465,528,397,485,505,310,409
"Kpna7",0,0,0,0,0,0,0,0
"Kpnb1",6514,3446,4003,2702,2957,2926,1772,2768
"Kprp",0,0,0,0,0,0,0,0
"Kptn",126,70,68,40,41,69,37,43
"Kras",1197,625,698,584,763,679,494,412
"Krba1",31,17,27,17,50,33,12,108
"Krcc1",732,463,479,642,659,661,458,414
"Kremen1",188,131,149,120,148,131,72,177
"Kremen2",7,0,0,2,0,1,2,2
"Kri1",142,83,106,34,46,47,28,107
"Krit1",151,95,84,102,106,97,84,69
"Krr1",315,201,209,163,188,189,124,155
"Krt1",0,0,0,0,0,0,0,1
"Krt10",7,10,14,2,1,0,0,2
"Krt12",0,0,0,0,0,0,0,0
"Krt13",0,0,0,0,0,0,0,0
"Krt14",0,0,0,0,0,0,0,0
"Krt15",0,0,0,0,0,0,0,2
"Krt16",0,0,0,0,0,0,0,0
"Krt17",0,0,0,0,0,0,0,0
"Krt18",5,2,3,2,0,0,2,0
"Krt19",0,0,0,0,0,0,0,0
"Krt2",0,0,0,0,0,0,0,0
"Krt20",0,0,0,0,0,0,0,0
"Krt222",1,0,1,1,0,1,1,0
"Krt23",0,0,0,0,0,0,0,0
"Krt24",0,0,0,0,0,0,0,0
"Krt25",0,0,0,0,0,0,0,0
"Krt26",0,0,0,0,0,0,0,0
"Krt27",0,0,0,0,0,0,0,0
"Krt28",1,1,0,0,0,0,0,0
"Krt31",0,0,0,0,0,0,0,0
"Krt32",0,0,0,0,0,0,0,0
"Krt33a",0,0,0,0,0,0,0,0
"Krt33b",0,0,0,0,0,0,0,0
"Krt34",0,0,0,0,0,0,0,0
"Krt35",0,0,0,0,0,0,0,0
"Krt36",0,0,0,0,0,0,0,0
"Krt39",0,0,0,0,0,0,0,0
"Krt4",0,0,0,0,0,0,0,0
"Krt40",0,0,0,0,0,0,0,0
"Krt42",0,0,0,0,0,0,0,0
"Krt5",0,0,0,0,0,0,0,0
"Krt6a",0,0,0,0,0,0,0,0
"Krt6b",0,0,0,0,0,0,0,0
"Krt7",1,2,2,2,1,3,6,3
"Krt71",0,0,0,0,0,0,0,0
"Krt72",0,0,0,0,0,0,0,0
"Krt73",0,0,0,0,0,0,0,0
"Krt74",0,0,0,0,0,0,0,0
"Krt75",0,0,0,0,0,0,0,0
"Krt76",0,0,0,0,0,0,0,0
"Krt77",0,0,0,0,0,0,0,0
"Krt78",0,0,0,0,0,0,0,0
"Krt79",0,0,0,0,0,0,0,0
"Krt8",1,0,0,1,0,0,0,2
"Krt80",29,28,26,48,37,7,4,8
"Krt81",0,0,0,0,0,0,0,0
"Krt82",0,0,0,0,0,0,0,0
"Krt83",0,1,0,0,0,0,0,0
"Krt84",0,0,0,0,0,0,0,0
"Krt85",0,1,0,0,0,0,0,0
"Krt86",0,0,0,0,0,0,0,0
"Krt9",0,0,3,0,0,0,0,0
"Krtap1-3",0,0,0,0,0,0,0,0
"Krtap1-4",0,0,0,0,0,0,0,0
"Krtap1-5",0,0,0,0,0,0,0,0
"Krtap10-10",0,0,0,0,0,0,0,0
"Krtap10-4",0,0,0,0,0,0,0,0
"Krtap11-1",0,0,0,0,0,0,0,0
"Krtap12-1",0,0,0,0,0,0,0,0
"Krtap13",0,0,0,0,0,0,0,0
"Krtap13-1",0,0,0,0,0,0,0,0
"Krtap14",0,0,0,0,0,0,0,0
"Krtap15",0,0,0,0,0,0,0,0
"Krtap16-1",0,0,0,0,0,0,0,0
"Krtap16-3",0,0,0,0,0,0,0,0
"Krtap17-1",0,0,0,0,0,0,0,0
"Krtap19-1",0,0,0,0,0,0,0,0
"Krtap19-3",0,0,0,0,0,0,0,0
"Krtap19-4",0,0,0,0,0,0,0,0
"Krtap19-5",0,0,0,0,0,0,0,0
"Krtap19-9b",0,0,0,0,0,0,0,0
"Krtap2-4",0,0,0,0,0,0,0,0
"Krtap20-2",0,0,0,0,0,0,0,0
"Krtap21-1",0,0,0,0,0,0,0,0
"Krtap22-2",0,0,0,0,0,0,0,0
"Krtap24-1",0,0,0,0,0,0,0,0
"Krtap26-1",0,0,0,0,0,0,0,0
"Krtap27-1",0,0,0,0,0,0,0,0
"Krtap3-1",0,0,0,0,0,0,0,0
"Krtap3-2",0,0,0,0,0,0,0,0
"Krtap3-3",0,0,0,0,0,0,0,0
"Krtap31-1",0,0,0,0,0,0,0,0
"Krtap31-2",0,0,0,0,0,0,0,0
"Krtap4-1",0,0,0,0,0,0,0,0
"Krtap4-13",0,0,0,0,0,0,0,0
"Krtap4-16",0,0,0,0,0,0,0,0
"Krtap4-2",0,0,0,0,0,0,0,0
"Krtap4-6",0,0,0,0,0,0,0,0
"Krtap4-7",0,0,0,0,0,0,0,0
"Krtap4-8",0,0,0,0,0,0,0,0
"Krtap4-9",0,0,0,0,0,0,0,0
"Krtap5-1",0,0,0,0,0,0,0,4
"Krtap5-2",0,0,0,0,0,0,0,0
"Krtap5-3",0,0,0,0,0,0,0,0
"Krtap5-4",0,0,0,0,0,0,0,0
"Krtap5-5",0,0,0,1,0,0,0,0
"Krtap6-1",0,0,0,0,0,0,0,0
"Krtap6-2",0,0,0,0,0,0,0,0
"Krtap6-5",0,0,0,0,0,0,0,0
"Krtap7-1",0,0,0,0,0,0,0,0
"Krtap8-1",0,0,0,0,0,0,0,0
"Krtap9-1",0,0,0,0,0,0,0,0
"Krtap9-3",0,0,0,0,0,0,0,0
"Krtap9-5",0,0,0,0,0,0,0,0
"Krtcap2",845,408,505,521,431,426,283,292
"Krtcap3",1,0,4,0,2,1,0,1
"Krtdap",0,0,0,0,0,0,0,0
"Ksr1",93,63,74,43,63,31,18,68
"Ksr2",0,0,0,0,0,0,0,0
"Kti12",303,132,188,179,169,178,91,98
"Ktn1",155,114,98,28,52,59,22,226
"Kxd1",976,528,657,297,240,659,560,359
"Ky",0,1,1,0,0,0,0,1
"Kynu",120,63,54,26,13,50,41,14
"L1cam",15,6,8,14,11,1,1,1
"L1td1",0,0,0,0,0,0,0,0
"L2hgdh",107,49,78,38,41,47,19,27
"L3hypdh",22,11,23,13,18,19,10,10
"L3mbtl1",0,0,0,0,0,0,1,0
"L3mbtl2",269,152,163,144,135,143,91,159
"L3mbtl3",58,33,59,29,72,58,32,51
"L3mbtl4",0,0,0,0,0,0,0,0
"LOC100038947",70,52,35,82,66,10,12,0
"LOC100040786",0,0,0,0,0,0,0,0
"LOC100043315",0,0,0,0,0,0,0,0
"LOC100048884",0,0,0,0,0,0,0,0
"LOC100502924",0,0,0,0,0,0,0,0
"LOC100503280",0,0,0,0,0,1,0,0
"LOC100503496",4,3,2,2,2,2,3,4
"LOC100504608",0,0,0,0,0,0,0,0
"LOC100504703",6,4,5,4,2,2,3,7
"LOC100861615",0,0,0,6,2,1,3,7
"LOC100861978",0,0,0,0,0,0,0,0
"LOC106740",14,11,11,12,11,10,6,4
"LOC171588",0,0,0,0,0,0,0,0
"LOC666331",0,0,0,0,0,0,0,0
"Lacc1",1092,609,743,673,671,1616,936,501
"Lace1",87,47,50,33,44,38,24,28
"Lactb",542,317,392,350,392,367,246,306
"Lactb2",297,184,187,359,358,270,220,190
"Lactbl1",1,0,0,0,0,0,0,0
"Lad1",3,2,4,1,0,1,0,3
"Lag3",197,123,138,2015,2519,2220,489,5182
"Lage3",338,174,206,129,135,160,127,92
"Lair1",5197,2956,2865,6655,5598,6108,3455,4157
"Lalba",0,0,0,0,0,0,1,0
"Lama1",0,0,0,0,0,0,0,0
"Lama2",1,1,0,2,0,0,0,2
"Lama3",0,0,0,0,2,5,1,7
"Lama4",0,0,3,0,5,1,1,2
"Lama5",1,0,0,1,3,0,1,12
"Lamb1",1,0,2,0,7,0,0,8
"Lamb2",170,116,151,70,114,87,56,180
"Lamb3",1,3,0,2,0,1,0,0
"Lamc1",341,190,197,47,80,127,67,121
"Lamc2",2,1,0,0,0,0,0,0
"Lamc3",0,0,0,1,3,2,0,4
"Lamp1",21131,13386,14368,10022,10303,19297,11569,12055
"Lamp2",11669,7287,6731,10660,9452,13669,8173,5087
"Lamp3",0,0,1,0,0,0,0,0
"Lamp5",0,0,0,0,0,0,0,0
"Lamtor1",2652,1537,2062,1217,1137,1666,1160,1311
"Lamtor2",670,353,469,233,208,287,217,171
"Lamtor3",503,267,276,307,312,353,227,195
"Lamtor4",980,502,772,683,609,632,515,383
"Lamtor5",747,357,467,381,341,468,329,211
"Lancl1",318,198,196,224,228,234,147,193
"Lancl2",307,145,184,35,31,50,32,7
"Lancl3",0,0,2,0,0,0,0,0
"Lao1",0,0,0,0,0,0,0,0
"Lap3",2920,1608,1976,1252,1315,2031,1250,1273
"Laptm4a",7422,4538,4684,8497,7988,8414,5249,3897
"Laptm4b",269,186,179,636,743,409,277,365
"Laptm5",38863,19798,26277,40837,44808,45333,25415,41176
"Large",99,64,55,586,561,517,219,565
"Larp1",939,522,699,152,222,296,134,767
"Larp1b",67,45,43,7,10,10,12,13
"Larp4",973,538,582,386,432,510,306,393
"Larp4b",690,388,417,216,281,351,184,381
"Larp6",1,0,0,0,0,2,0,0
"Larp7",430,219,252,68,83,116,81,126
"Lars",897,492,592,349,315,348,233,434
"Lars2",16432,14750,5762,34126,6407,18844,3506,2864
"Las1l",369,171,206,94,124,167,96,127
"Lasp1",4471,2416,3064,2212,2915,2352,1639,2561
"Lat",28,7,8,4,1,2,0,0
"Lat2",3073,1500,2018,987,841,1890,1203,1149
"Lats1",410,226,204,139,175,257,141,251
"Lats2",360,252,280,284,439,295,153,334
"Lax1",5,3,4,0,0,1,0,0
"Layn",36,18,30,99,130,99,49,120
"Lbh",700,340,424,475,469,295,237,262
"Lbp",12,5,7,28,38,12,3,16
"Lbr",1187,561,719,660,727,538,287,341
"Lbx1",0,0,0,0,0,0,0,1
"Lbx2",18,8,18,41,36,29,34,34
"Lca5",24,7,12,4,6,2,0,2
"Lca5l",3,2,0,29,30,32,26,34
"Lcat",0,0,0,1,3,0,2,4
"Lce1a1",0,0,0,0,0,0,0,0
"Lce1a2",0,0,0,0,0,0,0,0
"Lce1b",0,0,0,0,0,0,0,0
"Lce1c",0,0,0,0,0,0,0,0
"Lce1d",0,0,0,0,0,0,0,0
"Lce1e",0,0,0,0,0,0,0,0
"Lce1f",0,0,0,0,0,0,0,0
"Lce1g",0,0,0,0,0,0,0,0
"Lce1h",0,0,0,0,0,0,0,0
"Lce1i",0,0,0,0,0,0,0,0
"Lce1k",0,0,0,0,0,0,0,0
"Lce1l",0,0,0,0,0,0,0,0
"Lce1m",0,0,0,0,0,0,0,0
"Lce3a",0,0,0,0,0,0,0,0
"Lce3b",0,0,0,0,0,0,0,0
"Lce3c",0,0,0,0,0,0,0,0
"Lce3d",0,0,0,0,0,0,0,0
"Lce3e",0,0,0,0,0,0,0,0
"Lce3f",0,0,0,0,0,0,0,0
"Lce6a",0,0,0,0,0,0,0,0
"Lck",28,21,21,24,0,2,1,6
"Lclat1",327,211,234,218,243,276,144,205
"Lcmt1",305,157,213,110,133,190,142,115
"Lcmt2",144,67,67,139,107,99,71,101
"Lcn10",0,0,0,0,0,0,0,0
"Lcn11",0,0,0,0,0,0,0,0
"Lcn12",0,0,0,0,0,0,0,0
"Lcn2",153,48,78,1154,1390,149,99,93
"Lcn3",0,0,0,0,0,0,0,0
"Lcn4",1,0,0,0,0,0,0,0
"Lcn5",0,0,0,0,0,0,0,0
"Lcn6",0,0,0,0,0,0,0,0
"Lcn8",0,0,0,0,0,0,0,0
"Lcn9",0,0,0,0,0,0,0,0
"Lcor",30,15,16,13,18,33,11,19
"Lcorl",174,130,105,139,132,95,87,77
"Lcp1",18949,10241,12872,5434,6024,7250,4512,6365
"Lcp2",2091,1197,1477,1522,1611,1361,926,1477
"Lct",0,0,0,0,0,0,0,0
"Lctl",1,0,0,0,0,2,1,0
"Ldb1",950,525,797,668,722,1023,607,1372
"Ldb2",1,0,0,0,4,1,2,0
"Ldb3",1,0,0,0,1,0,0,0
"Ldha",7261,3359,5136,2368,2042,3330,2407,2097
"Ldhal6b",2,0,0,0,0,0,0,0
"Ldhb",596,495,532,3826,4175,5028,2576,4569
"Ldhc",0,0,0,2,1,0,0,2
"Ldhd",11,7,8,1,2,2,5,4
"Ldlr",196,72,137,139,112,137,70,135
"Ldlrad1",0,0,0,0,0,0,0,0
"Ldlrad2",0,1,0,2,0,1,1,3
"Ldlrad3",98,88,58,45,47,19,11,16
"Ldlrad4",506,269,375,476,500,584,296,764
"Ldlrap1",593,324,453,208,230,285,162,257
"Ldoc1",0,0,0,0,0,0,0,0
"Ldoc1l",112,61,58,120,140,87,61,87
"Leap2",0,0,0,0,0,0,0,0
"Lect1",0,0,0,0,0,0,0,2
"Lect2",0,0,0,0,0,0,0,0
"Lef1",3,3,5,3,4,2,0,8
"Lefty1",45,30,34,138,141,160,102,90
"Lefty2",0,0,0,0,0,0,0,0
"Lekr1",37,15,24,7,14,29,9,15
"Lelp1",0,0,0,0,0,0,0,0
"Lemd1",0,0,0,0,0,0,0,0
"Lemd2",488,299,370,380,410,425,281,437
"Lemd3",283,160,191,272,294,230,140,156
"Lenep",5,7,7,4,5,15,1,3
"Leng1",106,43,69,54,76,70,44,88
"Leng8",234,109,144,91,115,87,55,199
"Leng9",58,18,43,46,31,26,24,27
"Leo1",178,82,132,52,71,72,43,62
"Lep",0,0,0,0,0,0,0,0
"Lepr",3,3,2,3,11,1,0,16
"Lepre1",171,99,133,46,56,60,56,81
"Leprel1",19,16,25,276,461,240,125,418
"Leprel2",121,70,88,73,56,111,60,177
"Leprel4",4,3,5,15,21,11,5,21
"Leprot",1929,1214,1310,2250,1954,2621,1657,1392
"Leprotl1",1555,905,942,1415,1290,1329,798,694
"Letm1",453,270,345,226,264,254,166,305
"Letm2",26,8,13,24,26,18,8,34
"Letmd1",684,344,402,616,656,655,392,489
"Lfng",1138,561,710,937,751,742,430,629
"Lgals1",6198,3013,4657,332,341,492,494,171
"Lgals12",0,0,0,0,0,0,0,0
"Lgals2",0,0,1,0,3,0,0,0
"Lgals3",2696,1383,1715,844,644,439,330,142
"Lgals3bp",9524,5769,7697,6002,5235,23927,8118,12706
"Lgals4",0,0,0,0,0,0,0,1
"Lgals6",0,0,0,0,0,0,0,0
"Lgals7",0,0,0,0,0,0,0,0
"Lgals8",777,442,412,792,788,671,411,576
"Lgals9",7733,4064,5108,3185,2898,4890,2773,3502
"Lgalsl",153,105,74,86,83,70,60,37
"Lgi1",1,0,1,0,3,2,1,2
"Lgi2",0,0,0,1,2,0,0,1
"Lgi3",1,0,0,2,0,0,0,0
"Lgi4",7,7,5,30,45,23,8,24
"Lgmn",44328,26905,31729,51628,48758,65814,36850,53350
"Lgr4",17,9,16,15,20,24,19,13
"Lgr5",0,0,2,0,0,0,0,0
"Lgr6",0,0,0,0,0,0,0,0
"Lgsn",0,0,0,0,0,0,0,0
